"rn","lcSn","bsshNm","telno","adres","etcAdres","zip","lcinfoLa","lcinfoLo","cl","clNm","scopeCd","scope","hmpg"
"7263","50038087","심지약국","043-274-5935","충청북도 청주시 서원구 충렬로 46-0","","28651","36.6327907","127.4750886","09","아동안전지킴이집","","",""
"7264","50030106","심청골효도의집","061-363-4438","전라남도 곡성군 곡성읍 묘천리,767-3","767-3","516-806","35.2625492","127.2818748","23","노인복지시설","","",""
"7265","50040967","심향영육아원","033-731-2447","강원 원주시 호저면 대덕리 647","","220--92","37.4253798","127.9386583","22","아동복지시설","","",""
"7266","50002122","싱싱과일마트","051-323-3242","부산광역시 사상구 학감대로49번길 28-0","","47054","35.13669027","128.99238288","09","아동안전지킴이집","","",""
"7267","50041185","싱싱마트","02-891-2199","경기도 광명시 하안로 237-0","","14309","37.4572902","126.8824069","09","아동안전지킴이집","","",""
"7268","50038190","싱싱마트","031-528-2672","경기도 남양주시 오남읍 오남리,888","888","12048","37.6966357","127.1947373","09","아동안전지킴이집","","",""
"7269","50022138","싸게파는집(할인마트)","055-224-3721"," 경남 창원시 마산합포구 교방동 367-1","","631-851","35.213829","128.5629445","09","아동안전지킴이집","","",""
"7270","50020042","쌍둥이 문구","061-373-2917","전남 화순군 화순읍 훈리 37-14","","519-805","35.0638951","126.9863248","09","아동안전지킴이집","","",""
"7271","50015529","쌍둥이슈퍼","043-225-9622","충청북도 청주시 상당구 낭성시내길 21-0","","","36.6223748","127.603878","09","아동안전지킴이집","","",""
"7272","50043686","쌍림세븐일레븐편의점","--","경상북도 고령군,쌍림면 대가야로637","쌍림면 대가야로637","","0.0","0.0","09","아동안전지킴이집","","",""
"7273","50021611","쌍림우체국","054-955-0001"," 경북 고령군 쌍림면 귀원리  271-3","","717-851","35.6788318","128.2429949","09","아동안전지킴이집","","",""
"7274","50019513","쌍암마트","061-754-6433","전라남도 순천시 승주로 716-0","","57908","35.0137093","127.3881797","09","아동안전지킴이집","","",""
"7275","50042612","쌍용늘푸른 약국","052-222-3344","울산광역시 울주군 삼정로 92-0,쌍용하나빌리지 상가 24동 104호","쌍용하나빌리지 상가 24동 104호","44961","35.4935558","35.4935558","09","아동안전지킴이집","","",""
"7276","50020239","쌍용문구슈퍼","054-247-8457","경상북도 포항시 북구 서동로47번길 14-0","","37703","36.0421549","129.3638691","09","아동안전지킴이집","","",""
"7277","50007661","쌍용부동산","02-502-4839","경기도 과천시 부림동,복합상가 마동 103호","복합상가 마동 103호","13831","37.4355132","37.4355132","09","아동안전지킴이집","","",""
"7278","50010669","쌍용부동산","031-902-2300","경기도 고양시 일산동구 마두동,717","717","410-810","37.6589594","126.7911148","09","아동안전지킴이집","","",""
"7279","50040017","쌍용부동산","--",",서울 종로구 낙산길 196","서울 종로구 낙산길 196","","0.0","0.0","09","아동안전지킴이집","","",""
"7280","50043333","쌍용아이파크어린이집","041-574-5772","충청남도 천안시 서북구 충무로 124-24","","31175","36.7911559","36.7911559","09","아동안전지킴이집","","",""
"7281","50034067","쌍용키즈태권도","031-851-0119","경기도 의정부시 용현동,391-19 건영아파트상가","391-19 건영아파트상가","480-839","37.7367508","127.0792367","09","아동안전지킴이집","","",""
"7282","50031834","쌍용할인마트","063-224-1940","전라북도 전주시 완산구 삼천동1가,705-4","705-4","560-847","35.7972272","127.1291452","09","아동안전지킴이집","","",""
"7283","50030920","쌍용헤어샵","062-571-7387","광주광역시 북구 설죽로 585-0","","61033","35.2110119","126.8966581","09","아동안전지킴이집","","",""
"7284","50040484","쌘뽈요양원","041-741-4045","충남 논산시 은진면 교촌리 346-4","","320--82","36.1736979","127.0934293","23","노인복지시설","","",""
"7285","50031108","쌩큐마트","053-553-1638","대구광역시 서구 달구벌대로371길 60-0","","41868","35.8662727","128.5672228","09","아동안전지킴이집","","",""
"7286","50005336","쌩큐마트(e편한마트)","062-265-2880","광주 북구 우산동  604-4","","500-851","35.1795771","126.9222681","09","아동안전지킴이집","","",""
"7287","50034601","써티하우스","054-437-5602","경상북도 김천시 성내동,208-12","208-12","740-100","36.1212361","128.1189867","09","아동안전지킴이집","","",""
"7288","50010394","썬팬시문구","031-867-7771"," 양주시 덕계동 631","","482-050","37.8223449","127.0439283","09","아동안전지킴이집","","",""
"7289","50004577","쎄라문구","032-547-7043","인천광역시 계양구 작전동,140-8","140-8","407-060","37.5291828","126.7315418","09","아동안전지킴이집","","",""
"7290","50034795","쎄븐마트","033-748-4994","강원도 원주시 학성동","","220-963","37.3536651","127.9467311","09","아동안전지킴이집","","",""
"7291","50036086","씨네틱씽크에듀강릉교동점","033-644-1424","강원도 강릉시 율곡초교길39번길 19-14,1층","1층","25513","37.7654133","128.8817324","09","아동안전지킴이집","","",""
"7292","50040731","씨스페이스","02-755-9789","서울특별시 중구 정동길 15-0,0","0","04518","37.5672146","126.9703496","09","아동안전지킴이집","","",""
"7293","50037876","씨스페이스","031-855-3355","경기도 의정부시 망월로 63-0,상가","상가","11647","37.7043332","127.0453781","09","아동안전지킴이집","","",""
"7294","50020732","씨스페이스","054-432-0285","경북 김천시 황금동 37-7","","","36.1179879","128.1225365","09","아동안전지킴이집","","",""
"7295","50043956","씨유 안양호성점","031-429-4288","경기도 안양시 동안구 호성로 29-0,1층","1층","14127","37.3646113","37.3646113","09","아동안전지킴이집","","",""
"7296","50034483","씨유 편의점(백석초교점)","070-4203-7496","경기도 양주시 백석읍 오산리,538-15","538-15","482-835","37.7951438","126.9878705","09","아동안전지킴이집","","",""
"7297","50038783","씨유영종","032-746-1478","인천광역시 중구 운중로 218-0,CU 영종SK주유소점","CU 영종SK주유소점","22358","37.4995109","126.5549446","09","아동안전지킴이집","","",""
"7298","50014063","씨채널안경원","02-2678-8417","서울 영등포구 양평동4가 73,양평로 109","양평로 109","150-866","37.5369993","126.8951923","09","아동안전지킴이집","","",""
"7299","50042252","씨채널안경원","","서울 영등포구 양평로 109","","","","","09","아동안전지킴이집","","",""
"7300","50042187","씨채널안경원","","서울 영등포구 양평로 109","","","","","09","아동안전지킴이집","","",""
"7301","50038385","씨채널안경점","032-351-0110","경기도 부천시 범안로 117-0","","14782","37.4711862","126.8097125","09","아동안전지킴이집","","",""
"7302","50005966","씨티약국","042-320-9732"," 대전시 대덕구 대화동 35-419","","306-801","36.3629428","127.416166","09","아동안전지킴이집","","",""
"7303","50043740","씨티헤어","--","경상남도 창원시 진해구 자은로64번나길 15-0","","51637","35.1505041","35.1505041","09","아동안전지킴이집","","",""
"7304","50004312","씽크빅문구","032-528-7965"," 인천시 부평구 산곡동 145-7","","","37.5018609","126.7071799","09","아동안전지킴이집","","",""
"7305","50031548","아 카페","053-625-0943","대구광역시 남구 봉덕초등길 23-0","","42506","35.8387174","128.5973784","09","아동안전지킴이집","","",""
"7306","50040550","아가페노인전문요양원","063-856-1038","전북 익산시 황등면 율촌리 232-36","","570--81","36.0183994","126.9568138","23","노인복지시설","","",""
"7307","50040511","아가페정양원","063-856-4671","전북 익산시 황등면 율촌리 185","","570--81","36.0311044","126.9492788","23","노인복지시설","","",""
"7308","50022744","아구하우스","055-552-9395","경상남도 창원시 진해구 용원중로5번길 5-0,아구하우스","아구하우스","51610","35.0977621","128.8150802","09","아동안전지킴이집","","",""
"7309","50016897","아담마트","041-546-3781","충청남도 아산시 권곡동","","31518","36.7912927","127.010721","09","아동안전지킴이집","","",""
"7310","50012715","아담약국","02-817-3632","서울시 동작구 흑석동   43-94","","156-857","37.5069436","126.9661788","09","아동안전지킴이집","","",""
"7311","50020416","아델리아마트","--","경북 포항시 남구 대잠동 970","","790-826","36.0177789","129.3453223","09","아동안전지킴이집","","",""
"7312","50031068","아동보호전문기관","032-439-1391","인천광역시 남구 경원대로 899-0","","402-848","37.4630383","126.6894238","22","아동복지시설","","",""
"7313","50035083","아동센타","063-842-3812","전라북도 익산시 춘포로 355-0","","54581","35.9022263","127.0057863","09","아동안전지킴이집","","",""
"7314","50004509","아동책도서","032-578-9101","인천 서구 석남3동 470-10","","404-824","37.5127714","126.6786009","09","아동안전지킴이집","","",""
"7315","50001031","아라주공아파트 관리사무소","064-702-9741","제주특별자치도 제주시 아라일동,1683번지","1683번지","690-121","33.4729922","126.5468377","09","아동안전지킴이집","","",""
"7316","50006292","아라태권도","052-258-9008","울산시 남구 삼산동 1529-4","","680-743","35.5462365","129.3420979","09","아동안전지킴이집","","",""
"7317","50041191","아로마뜨 베이커리","02-897-4155","경기도 광명시 안재로2번길 43-0","","14259","37.461127","126.8746295","09","아동안전지킴이집","","",""
"7318","50032214","아름다운 실버타운","054-873-5510","경상북도 청송군 청송읍 덕리,300","300","763-804","36.4324154","129.0484626","23","노인복지시설","","",""
"7319","50013602","아름다운 온누리약국","02-932-0092","서울특별시 노원구 상계동,749-10","749-10","139-832","37.6508993","127.0618372","09","아동안전지킴이집","","",""
"7320","50040520","아름다운 은혜원","063-222-6912","전라북도 완주군 계안로 447-22","","55363","35.6780012","127.085438","23","노인복지시설","","",""
"7321","50043690","아름다운가게","051-202-8701","부산광역시 사하구 대티로 3-0","","49319","35.1036842","35.1036842","09","아동안전지킴이집","","",""
"7322","50031906","아름다운마을(장애인시설)","--","전라북도 고창군 풍촌길 8-0","","56410","35.4155117","126.4907911","13","전국보호시설","","",""
"7323","50036048","아름다운약국","042-822-8843","대전광역시 유성구 지족동,916-14","916-14","34085","36.3748128","127.3223952","09","아동안전지킴이집","","",""
"7324","50004638","아름다운약국","032-546-7870","인천광역시 계양구 효성동,275","275","407-829","37.5281883","126.7170548","09","아동안전지킴이집","","",""
"7325","50040423","아름다운은빛농장","033-436-7000","강원도 홍천군 서석면 검산리 747","","250--83","37.7119124","128.2196718","23","노인복지시설","","",""
"7326","50015308","아름문구팬시","043-237-0921","충청북도 청주시 흥덕구 복대동,3033번지","3033번지","28422","36.6344028","127.4335366","09","아동안전지킴이집","","",""
"7327","50035798","아름뮤직앤아트센터","053-553-6691","대구광역시 서구 북비산로49길 2-0","","41738","35.8795979","128.5606728","09","아동안전지킴이집","","",""
"7328","50037984","아름슈퍼","--","부산광역시 사하구 윤공단로 78-0","","49493","35.0587086","128.9688709","09","아동안전지킴이집","","",""
"7329","50008535","아름슈퍼","02-807-0404","경기도 광명시 하안로 320-0","","14247","37.4652466","37.4652466","09","아동안전지킴이집","","",""
"7330","50002496","아름음악학원","051-203-3513","부산광역시 사하구 승학로 128-0,(하단)","(하단)","49331","35.1035067","128.9814222","09","아동안전지킴이집","","",""
"7331","50040172","아름피아노학원","033-592-0003","강원도 정선군 파랑새길 36-0","","","37.224441","128.8249244","09","아동안전지킴이집","","",""
"7332","50043708","아리랑진주냉면","--","경상남도 밀양시 예림서원로 8-0,1층","1층","50404","35.4752236","35.4752236","09","아동안전지킴이집","","",""
"7333","50042117","아리솔약국","052-275-1636","울산광역시 남구 팔등로67번길 17-0","","44679","35.5470349","35.5470349","09","아동안전지킴이집","","",""
"7334","50038273","아리엔(일식당)","031-511-0399","경기도 남양주시 호평동,386-4","386-4","12141","37.6672012","127.2483185","09","아동안전지킴이집","","",""
"7335","50041601","아림사문구","--",",종로구 명륜1가 33-2","종로구 명륜1가 33-2","","0.0","0.0","09","아동안전지킴이집","","",""
"7336","50020577","아모스안동점(미용재료)","054-854-5343","경북 안동시 남문동  187-2","","760-180","36.5648855","128.7287281","09","아동안전지킴이집","","",""
"7337","50035343","아비앙또 제과점","051-264-2088","부산광역시 사하구 다대로 269-0","","49509","35.0783701","128.9776342","09","아동안전지킴이집","","",""
"7338","50043345","아빠문구","--","전라북도 전주시 덕진구 와룡로 28-0","","54832","35.8620519","35.8620519","09","아동안전지킴이집","","",""
"7339","50039955","아빠와 크레파스","031-774-5452","경기도 양평군 양수로152번길 2-1","","12585","37.5444951","127.3193745","09","아동안전지킴이집","","",""
"7340","50016957","아산슈퍼","041-542-5359","충청남도 아산시 영인로 59-0","","336-823","36.8547925","126.955461","09","아동안전지킴이집","","",""
"7341","50021497","아세아사진관","054-933-3730","경상북도 성주군 성주읍 경산리,30-1","30-1","719-801","35.918683","128.2859098","09","아동안전지킴이집","","",""
"7342","50043600","아셀주짓수 종합격투기","--","경상남도 거제시 옥포대첩로3길 1-0,201호","201호","53223","34.8936194","34.8936194","09","아동안전지킴이집","","",""
"7343","50023135","아소비 공부방 창녕센터점","--","경상남도 창녕군 갈전1길 24-5","","50317","35.5456252","35.5456252","09","아동안전지킴이집","","",""
"7344","50038663","아시아드메디칼온누리약국","032-461-3322","인천광역시 남동구 인하로 568-0,1층 104호","1층 104호","21582","37.4424744","126.7096715","09","아동안전지킴이집","","",""
"7345","50012625","아시안마트","02-2299-3357","서울특별시 성동구 무학로6길 50-0,쉐르빌 103","쉐르빌 103","04709","37.564372","37.564372","09","아동안전지킴이집","","",""
"7346","50003327","아싸마트","053-381-5808","대구광역시 북구 대불로5길 18-0","","41517","35.9016902","35.9016902","09","아동안전지킴이집","","",""
"7347","50015605","아울렛D.C마트","043-844-6959","충청북도 충주시 번영대로 170-0","","27350","36.9867905","127.9363948","09","아동안전지킴이집","","",""
"7348","50043796","아이꿈터 김해점","--","경상남도 김해시 능동로 25-0,25","25","50986","35.196637","35.196637","09","아동안전지킴이집","","",""
"7349","50018220","아이네트샘동이학원","063-461-3369"," 군산시 나운동 1519-1","","573-350","35.9663921","126.7047932","09","아동안전지킴이집","","",""
"7350","50042269","아이니 안경","","서울 영등포구 대림로19길14","","","","","09","아동안전지킴이집","","",""
"7351","50042204","아이니 안경","","서울 영등포구 대림로19길14","","","","","09","아동안전지킴이집","","",""
"7352","50042430","아이니 안경","--","서울특별시 영등포구 대림로19길 14-0","","07418","37.4922019","37.4922019","09","아동안전지킴이집","","",""
"7353","50042271","아이들꿈피아노","","서울 영등포구 대림로21길5-1","","","","","09","아동안전지킴이집","","",""
"7354","50042206","아이들꿈피아노","","서울 영등포구 대림로21길5-1","","","","","09","아동안전지킴이집","","",""
"7355","50014170","아이들꿈피아노","02-841-2840","서울 영등포구 대림동  701","","150-814","37.4928091","126.900627","09","아동안전지킴이집","","",""
"7356","50017144","아이들세상","041-936-8241","충청남도 보령시 대천로 62-0","","33438","36.3532802","126.5997385","09","아동안전지킴이집","","",""
"7357","50015779","아이들세상","043-644-3196","충청북도 제천시 독순로 36-0","","27170","37.1400472","128.2072128","09","아동안전지킴이집","","",""
"7358","50005304","아이들세상","062-651-7963","광주광역시 남구 봉주7길 14-0","","61603","35.1370605","126.8905025","09","아동안전지킴이집","","",""
"7359","50018113","아이들세상어린이집","063-244-2541","전라북도 전주시 덕진구 무삼지1길 14-1","","55024","35.8251943","127.1620412","09","아동안전지킴이집","","",""
"7360","50018000","아이들천국 지역아동센터","063-276-8004","전라북도 전주시 덕진구 태진로 131-2","","54934","35.8327018","127.1352769","09","아동안전지킴이집","","",""
"7361","50043574","아이러브마켓&amp;유러브팬시","--","경상남도 창원시 마산회원구 삼호로 80-0,1층","1층","51319","35.23720705","35.253582","09","아동안전지킴이집","","",""
"7362","50006188","아이러브컴퓨터","052-261-2096","울산시 남구 야음동  747-15","","680-841","35.5223903","129.3214922","09","아동안전지킴이집","","",""
"7363","50043209","아이리스 뷰티팩토리","--","강원도 원주시 단관길 177-11,아이리스 뷰티팩토리","아이리스 뷰티팩토리","26471","37.3179428","37.3179428","09","아동안전지킴이집","","",""
"7364","50003311","아이림영재어린이집","053-215-0777","대구 북구 복현동  340-10","","702-828","35.8937685","128.620743","09","아동안전지킴이집","","",""
"7365","50000748","아이멘토학원","033-345-5868","횡성군 횡성읍  읍하리 470","","225-808","37.4871278","127.980945","09","아동안전지킴이집","","",""
"7366","50010607","아이모드 안경","031-969-2580","고양시 덕양구 고양동 721","","412-500","37.7088333","126.9029326","09","아동안전지킴이집","","",""
"7367","50041778","아이바이크","--","전라남도 무안군 오남로 43-0,아이바이크","아이바이크","58580","34.8070863","126.4832706","09","아동안전지킴이집","","",""
"7368","50040854","아이비스 신대점","061-726-9004","전라남도 순천시,해룡면 좌야로 135","해룡면 좌야로 135","","34.94153306","127.51616478","09","아동안전지킴이집","","",""
"7369","50004047","아이비스문구(3-5)","032-863-5541","인천 남구 도화동 107-10","","402-806","37.4687417","126.6692589","09","아동안전지킴이집","","",""
"7370","50022127","아이비스문구점","055-245-4949","경상남도 창원시 마산합포구 교방서2길 29-0","","51277","35.2137074","128.5638992","09","아동안전지킴이집","","",""
"7371","50003615","아이비어린이집","053-643-2233","대구광역시 달서구 진천동,373","373","704-837","35.8098188","128.5244412","09","아동안전지킴이집","","",""
"7372","50030642","아이비클럽","061-663-6363","전라남도 여수시 동문로 6-1","","59737","34.7405466","127.7365865","09","아동안전지킴이집","","",""
"7373","50019951","아이비클럽","061-858-0606"," 전남 보성군 벌교읍 벌교리  628-37","","546-905","34.8437498","127.3434176","09","아동안전지킴이집","","",""
"7374","50017000","아이비클럽","041-733-1617"," 논산시 취암동 565-19","","320-804","36.1993694","127.0880184","09","아동안전지킴이집","","",""
"7375","50019597","아이비클럽","061-834-0085","전라남도 고흥군 흥양길 8-0","","","34.6099213","127.288391","09","아동안전지킴이집","","",""
"7376","50020727","아이비클럽(교복판매점)","054-432-2432"," 경북 김천시 평화동 264-87","","740-983","36.1241078","128.1132364","09","아동안전지킴이집","","",""
"7377","50040324","아이비헤어","033-646-2323","강원도 강릉시 강변로 94-0","","25603","37.7439422","128.879299","09","아동안전지킴이집","","",""
"7378","50022822","아이사랑미술학원","055-645-5379","경상남도 통영시 충렬로 15-1","","53062","34.8433035","128.4190727","09","아동안전지킴이집","","",""
"7379","50036252","아이사랑어린이집","053-652-1117","대구광역시 달서구 대명천로18길 26-0","","42678","35.8403991","35.8403991","09","아동안전지킴이집","","",""
"7380","50003830","아이사랑어린이집","053-591-7895"," 대구 달성군 다사읍 매곡리 719-2 삼산타운 105동","","711-752","35.8616706","128.4587021","09","아동안전지킴이집","","",""
"7381","50042212","아이스쿨안경","","서울 영등포구 도림로 318","","","","","09","아동안전지킴이집","","",""
"7382","50014114","아이스쿨안경","02-844-0041","서울 영등포구 신길3동  355-535","","150-849","37.5059431","126.9022215","09","아동안전지킴이집","","",""
"7383","50042147","아이스쿨안경","","서울 영등포구 도림로 318","","","","","09","아동안전지킴이집","","",""
"7384","50043564","아이스크림샵마트 조촌점","063-442-5585","전라북도 군산시 백릉로 37-0,(백릉로 38)","(백릉로 38)","54036","35.9751707","35.9751707","09","아동안전지킴이집","","",""
"7385","50041219","아이스크림할인점","064-758-8952","제주특별자치도 제주시 태성로 23-0","","63262","33.5014257","126.5497311","09","아동안전지킴이집","","",""
"7386","50038664","아이스타안경원","02-374-9001","서울특별시 마포구 월드컵북로 348-0","","03927","37.5767188","126.8934849","09","아동안전지킴이집","","",""
"7387","50038917","아이스타태권도","031-461-8781","경기도 군포시 송부로273번안길 3-7,1층","1층","15880","37.3228419","126.9419772","09","아동안전지킴이집","","",""
"7388","50038914","아이스타태권도장","031-399-0399","경기도 군포시 광정로 25-16,퇴계상가 201호","퇴계상가 201호","15864","37.3558189","126.931728","09","아동안전지킴이집","","",""
"7389","50001542","아이왕자문구(15)","051-522-5963","부산광역시 동래구 안락동,뜨란채2단지 분산상가 102호","뜨란채2단지 분산상가 102호","607-781","35.1931068","129.109675","09","아동안전지킴이집","","",""
"7390","50010608","아이원마트","031-962-9712","고양시 덕양구 고양동 730","","412-785","37.7130418","126.9068968","09","아동안전지킴이집","","",""
"7391","50043449","아이존","055-606-2565","경상남도 창원시 의창구 도계로 135-0","","51170","35.252787","35.252787","09","아동안전지킴이집","","",""
"7392","50034042","아이짐스포츠아카데미","--","경기도 포천시 일동면,영일로 982","영일로 982","","37.9612082","127.3172195","09","아동안전지킴이집","","",""
"7393","50003219","아이캔문구사","053-351-9055","대구 북구 침산3동  457-28","","702-860","35.8900662","128.5843947","09","아동안전지킴이집","","",""
"7394","50019347","아이커버거앤치킨","061-394-9232","전라남도 장성군 사창로 64-0","","57238","35.2592359","126.6650335","09","아동안전지킴이집","","",""
"7395","50038915","아이탑태권도장","031-393-3331","경기도 군포시 용호2로 51-0,쌍용아파트 상가 2층","쌍용아파트 상가 2층","15875","37.3448939","37.3448939","09","아동안전지킴이집","","",""
"7396","50032762","아이태권스쿨","031-901-9399","경기도 고양시 일산동구 풍동,미래타워 5층","미래타워 5층","410-330","37.6674115","126.7982319","09","아동안전지킴이집","","",""
"7397","50005781","아이템문구","042-627-6793"," 대전시 동구 가양동  170-5","","300-802","36.3459778","127.4495919","09","아동안전지킴이집","","",""
"7398","50010196","아이파크부동산","031-796-7770","경기도 하남시 덕풍남로 11-1","","12934","37.5460826","127.2083438","09","아동안전지킴이집","","",""
"7399","50011878","아이피씨전산","02-523-2254","서울특별시 서초구 서초동,1640-27 1층","1640-27 1층","137-880","37.4938841","127.01969","09","아동안전지킴이집","","",""
"7400","50018290","아인즈문구점","063-831-0022","전북 익산시 부송동 1205","","570-360","35.9591164","126.9951189","09","아동안전지킴이집","","",""
"7401","50030094","아주대병원","031-216-1117","경기도 수원시 영통구 원천동 산,5","5","443-721","37.2833984","127.045432","18","원스톱지원센터","","","http://www.ggonestop.or.kr"
"7402","50043500","아주마루한태권도","--","경상남도 거제시 아주1로1길 58-0","","53305","34.8658724","34.8658724","09","아동안전지킴이집","","",""
"7403","50022918","아주마트","055-681-0331","경상남도 거제시 탑곡로2길 17-0,370-1","370-1","53304","34.864167","128.6940924","09","아동안전지킴이집","","",""
"7404","50036941","아주문구","051-645-4328","부산광역시 남구 진남로 116-0","","48449","35.1384317","129.0824763","09","아동안전지킴이집","","",""
"7405","50040468","아주성무도장","055-681-7744","경상남도 거제시 아주1로2길 95-0,101호","101호","53308","34.8681115","128.6820396","09","아동안전지킴이집","","",""
"7406","50041556","아중체련공원","063-239-2564","전라북도 전주시 덕진구 한배미6길 23-0,우아동1가 1085","우아동1가 1085","55030","35.8220645","127.1682051","09","아동안전지킴이집","","",""
"7407","50043461","아지트팬시","--","경상남도 창원시 의창구 무동서로 76-0","","51106","35.33459301","35.30628204","09","아동안전지킴이집","","",""
"7408","50038710","아침6시약국","032-433-5319","인천광역시 미추홀구 인주대로 460-0,건강드림약국","건강드림약국","22228","37.450586","126.6877877","09","아동안전지킴이집","","",""
"7409","50006485","아침에빵굽는마을","052-293-1139","울산광역시 중구 남외동,490-2","490-2","681-800","35.5686509","129.3462222","09","아동안전지킴이집","","",""
"7410","50041863","아카데미문구","032-361-2399","인천광역시 부평구 부개동,501-3","501-3","21350","37.4988794","126.7397787","09","아동안전지킴이집","","",""
"7411","50005777","아카데미문구","042-626-0647","대전시 동구 가양동  28-17","","300-801","36.35080352","127.47522354","09","아동안전지킴이집","","",""
"7412","50004689","아카데미문구","032-511-5688","인천광역시 계양구 박촌동,47-7","47-7","407-330","37.5558066","126.7440606","09","아동안전지킴이집","","",""
"7413","50010301","아카데미서점문구","031-875-6742","의정부시 가능동 835","","480-819","37.7409767","127.0397339","09","아동안전지킴이집","","",""
"7414","50019753","아쿠아워시 전남구례점","061-781-1020","전라남도 구례군 동편제길 43-0","","542-802","35.215276","127.4598571","09","아동안전지킴이집","","",""
"7415","50019925","아트랜드","061-853-3362"," 전남 보성군 보성읍 보성리  93-8","","546-802","34.7677049","127.0830208","09","아동안전지킴이집","","",""
"7416","50014356","아트문구","02-423-7915","서울 강동구 명일동  94","","134-826","37.5477985","127.1543216","09","아동안전지킴이집","","",""
"7417","50042928","아트박스","054-861-0207","경상북도 의성군 안계길 168-2","","37312","36.3862521","36.3862521","09","아동안전지킴이집","","",""
"7418","50043471","아트홀릭미술학원","--","경상남도 거제시 상동5길 117-40","","53295","34.8604427","34.8604427","09","아동안전지킴이집","","",""
"7419","50037989","아포교전치킨","054-431-0942","경상북도 김천시 아포대로 1042-0","","39674","36.1584974","128.2429659","09","아동안전지킴이집","","",""
"7420","50001407","아폴로문구점","051-469-4981"," 부산시 중구 영주1동 649","","600-811","35.1110465","129.0361738","09","아동안전지킴이집","","",""
"7421","50033263","안간상회","055-744-1007","경상남도 진주시 진산로 1830-0,진주시 미천면 진산로 1830","진주시 미천면 진산로 1830","660-942","35.3185331","128.0904801","09","아동안전지킴이집","","",""
"7422","50018252","안경나라 군산점","063-467-0890","군산시 나운동 156-2","","573-762","35.9583261","126.6981408","09","아동안전지킴이집","","",""
"7423","50020422","안경닷컴","--","경상북도 포항시 남구 유강길17번길 18-1","","37656","36.0043842","36.0043842","09","아동안전지킴이집","","",""
"7424","50033580","안경마을","043-877-8889","충청북도 음성군 금왕읍 무극리,251-4","251-4","369-905","36.9921676","127.5909479","09","아동안전지킴이집","","",""
"7425","50012518","안경마트",""," 서울 용산구 남영동  127-1","","140-160","37.5413895","126.9732962","09","아동안전지킴이집","","",""
"7426","50021953","안경만들기","055-281-4208","창원시 성산구 남양동 22","","642-752","35.2122747","128.7033248","09","아동안전지킴이집","","",""
"7427","50010259","안경매니아","031-877-1001","의정부시 신곡동 726-1","","480-830","37.7290014","127.0597524","09","아동안전지킴이집","","",""
"7428","50017702","안경매니저","041-753-1979"," 충남 금산군 금산읍 상리  89-4","","312-802","36.1044411","127.4909204","09","아동안전지킴이집","","",""
"7429","50015165","안경매니저","043-256-0555","충청북도 청주시 청원구 대성로300번길 1-0","","28501","36.6518683","127.4893984","09","아동안전지킴이집","","",""
"7430","50022174","안경세상","055-256-4970","창원시 마산회원구 석전동 245-4","","630-807","35.2315508","128.5782607","09","아동안전지킴이집","","",""
"7431","50043383","안경스토리","061-686-0305","전라남도 여수시 죽림로 43-0","","59655","34.7645194","34.7645194","09","아동안전지킴이집","","",""
"7432","50014201","안국온누리약국","02-900-3980","서울시 강북구 수유3동 178-25","","142-876","37.641367","127.0252336","09","아동안전지킴이집","","",""
"7433","50040372","안나의 집","033-481-7416","강원도 양구군 양구읍 석현리 173","","255--80","38.0445013","127.9698526","23","노인복지시설","","",""
"7434","50040374","안나의 집","033-746-8700","강원도 원주시 봉산동 753-1","","220--95","37.350816","127.9670055","23","노인복지시설","","",""
"7435","50030090","안동의료원","054-843-6117","경상북도 안동시 북문동,470","470","760-120","36.5679553","128.732198","18","원스톱지원센터","","","http://www.gbonestop.or.kr"
"7436","50042511","안동풍산점(세븐일레븐)","--","경상북도 안동시 풍산태사로 1025-0","","36621","36.5789688","36.5789688","09","아동안전지킴이집","","",""
"7437","50022583","안명문구","055-343-0794"," 김해시 한림면 안하리   677-1","","621-872","35.3044879","128.8272753","09","아동안전지킴이집","","",""
"7438","50000731","안미쉼터","033-332-9778","강원도 평창군 평창대로 347-0","","","37.454712","128.4392366","09","아동안전지킴이집","","",""
"7439","50009910","안성 GS25시 노곡점","031-673-9736","경기도 안성시 노곡길 37-30","","17500","37.1094713","127.2458665","09","아동안전지킴이집","","",""
"7440","50009858","안성 이마트24 공도점","031-657-6662","경기도 안성시 공도1로 42-0","","17561","37.0024667","127.1695906","09","아동안전지킴이집","","",""
"7441","50009838","안성 파리바게뜨 쌍용점","031-677-8882","경기도 안성시 대학로 63-0","","17570","37.0139523","127.2661057","09","아동안전지킴이집","","",""
"7442","50039550","안성A커피숍","031-672-8302","경기도 안성시 양지길 34-0","","17601","36.96728214","127.24249363","09","아동안전지킴이집","","",""
"7443","50009878","안성CU죽산점","--","경기도 안성시 죽주로 257-0","","17519","37.0752702","127.4235937","09","아동안전지킴이집","","",""
"7444","50041764","안성CU편의점 내리대로점","031-677-7776","경기도 안성시 중앙대학로 134-0","","17547","37.000175","127.225151","09","아동안전지킴이집","","",""
"7445","50041762","안성GS25편의점 고수점","--","경기도 안성시 고수2로 18-0,상가동 105-107호","상가동 105-107호","17571","37.0149498","127.2598481","09","아동안전지킴이집","","",""
"7446","50009896","안성건강백세온누리약국","031-672-8836","경기도 안성시 고삼호수로 10-0","","17505","37.0828705","127.2616852","09","아동안전지킴이집","","",""
