"serial_no","place_name","phone_number","address","zip_code","sigungu","sido"
"50034310","숲 미술학원","061-782-6900","전라남도 구례군 택지2길 45-2 1층","542-802","구례군","전남"
"50041993","숲속6단지 경비실","055-252-6814","경상남도 창원시 마산회원구 숲속로 27-0 숲속마을주공6단지아파트(숲속6단지주공) 경비실","51221","창원시","경남"
"50035925","숲속할인마트","031-421-6460","경기도 의왕시 포일세거리로 75-0 포일세거리로 75, 포일숲속마을 4단지 상가","16003","의왕시","경기"
"50037875","숲스토리","031-823-4245","경기도 의정부시 민락동","11810","의정부시","경기"
"50039195","쉼뷰티라이프미용실","062-372-0235","광주광역시 서구 내방로230번길 1-0","61967","광주광역시","광주"
"50043468","슈테른피아노","--","경상남도 거제시 제산로3길 6-0","53241","거제시","경남"
"50043680","슈퍼","032-676-9228","경기도 부천시 오정구 여월동 우리슈퍼","14484","부천시","경기"
"50003388","슈퍼 팬시문구","053-791-6865","대구 수성구 매호동 614-7","706-140","대구","대구"
"50018153","슈퍼맨 부향점(슈퍼)","063-452-3933","전라북도 군산시 조촌동 771","573-796","군산시","전북"
"50038612","슈퍼스타 떡볶이","02-795-3435","서울특별시 용산구 한강대로 58-0","04388","서울특별시","서울"
"50005893","슈퍼오토바이","042-541-0826","대전시 서구 가수원동  486-9","","대전시","대전"
"50023405","슢속나라어린이집","055-587-5432","경상남도 함안군 칠원면 오곡리 1316(큰오곡길 51-24)","","함안군","경남"
"50016140","스마일 문구","043-422-4770","충청북도 단양군 평동17길 13-0","27005","단양군","충북"
"50005414","스마일 문구점","062-522-6587","광주광역시 북구 두암동 830-8","500-806","광주광역시","광주"
"50036620","스마일동물병원","02-2667-5666","서울특별시 강서구 내발산동 750-5","07635","서울특별시","서울"
"50031206","스마일마트","055-293-2021","경상남도 창원시 의창구 동읍 무성리 스마일마트","641-865","창원시","경남"
"50015384","스마일문구","043-273-9778","충청북도 청주시 흥덕구 복대동 1784번지","28604","청주시","충북"
"50003171","스마일문구","053-622-9799","대구광역시 남구 대명서로 42-1","42500","대구","대구"
"50043390","스마일문구","--","광주광역시 남구 효우로60번길 10-0 복합상가 101호","61745","광주광역시","광주"
"50011969","스마일문구점","02-713-4118","서울 마포구 도화동 347-122","121-813","마포구","서울"
"50033851","스마일할인마트","055-757-9011","경상남도 진주시 상평동 220-130","660-904","진주시","경남"
"50036582","스마트안경원","02-2659-9006","서울특별시 강서구 등촌동 639","07567","서울특별시","서울"
"50041946","스마트약국","051-930-1701","부산광역시 부산진구 중앙대로 777-0 1층 스마트약국","47251","부산광역시","부산"
"50036674","스마트하이퍼","042-861-5400","대전광역시 유성구 도룡동 4-27","34125","대전광역시","대전"
"50041047","스마트학생복","031-765-6644","경기도 광주시 중앙로123번길 11-0","12761","광주시","경기"
"50023134","스마트학생복","055-533-9425","경상남도 창녕군 종로 51-0","","창녕군","경남"
"50041619","스마트학생복","02-817-2145","서울특별시 동작구 장승배기로 96-0 2층","06925","서울특별시","서울"
"50006029","스마트학생복 월평점","042-487-5588","대전시 서구 갈마동 728","302-808","대전시","대전"
"50043375","스마트해법수학 마산합포초점","--","경상남도 창원시 마산합포구 합포로 143-1 1층","51726","창원시","경남"
"50031069","스위트홈","032-872-7914","인천광역시 남구 인주대로 326-1","402-856","인천광역시","인천"
"50032022","스카이 마트","02-967-3806","서울특별시 성북구 화랑로18길 24-0","02791","서울특별시","서울"
"50015833","스카이마트","043-643-3500","충청북도 제천시 장락로 149-0","27142","제천시","충북"
"50042451","스카이약국","--","울산광역시 중구 번영로 371-0","44530","울산광역시","울산"
"50016226","스카이할인마트","043-732-8988","충청북도 옥천군 동부로 16-0 하늘빛 상가","373-803","옥천군","충북"
"50042813","스쿨룩스 영광점","061--","전라남도 영광군 현암길 55-2 스쿨룰스 영광점","57044","영광군","전남"
"50031913","스쿨아이 이도점","064-726-8890","제주특별자치도 제주시 이도이동 2037-6번지","","제주시","제주"
"50035176","스쿨존 서점","063-274-5244","전라북도 전주시 덕진구 송천로 112-31","54834","전주시","전북"
"50040470","스쿨팬시문구","054-688-1356","경상남도 거제시 진목1길 99-0","53225","거제시","경남"
"50013322","스타 운동화 빨래방","02-876-9908","서울특별시 관악구 대학7길 35-0","151-015","서울특별시","서울"
"50017844","스타문구","063-225-5821","전주시 완산구 중화산동 2가 550-5","","전주시","전북"
"50018583","스타문구(정읍)","-063-","전라북도 정읍시 명덕1길 42-0","56181","정읍시","전북"
"50038125","스타복권 편의점","--","경기도 남양주시 별내동 827-1","12097","남양주시","경기"
"50030655","스타주유소","061-642-6611","전라남도 여수시 신월로 617-0","550-190","여수시","전남"
"50043478","스파이더맨","--","경상남도 거제시 옥포로13길 9-0","53228","거제시","경남"
"50035594","스포츠토토","032-677-3526","경기도 부천시 석천로 356-0","14496","부천시","경기"
"50011834","스피드 공인중개사","02-581-5944","서울 서초구 서초동  1334-1 신동아2차아파트 상가","","서초구","서울"
"50014248","승리슈퍼","02-982-6759","서울시 강북구 번3동 237","142-763","서울시","서울"
"50034058","승리태권도장","031-536-5402","경기도 포천시 왕방로 258-0","11143","포천시","경기"
"50035214","승마장","063-239-2695","전라북도 전주시 덕진구 호성로 19-0","54901","전주시","전북"
"50018476","승민 약국","063-854-9477","전라북도 익산시 인화동1가 131-10","570-983","익산시","전북"
"50011466","승보슈퍼","02-2252-9266","서울특별시 중구 마장로9길 49-19","","서울특별시","서울"
"50020088","승운슈퍼","061-323-5288","전라남도 함평군 덕일길 6-0","57107","함평군","전남"
"50038956","승일 태권도장","063-245-7736","전라북도 전주시 덕진구 동가재미1길 24-8 인후동855-3","55018","전주시","전북"
"50015556","승준문구사","043-844-0612","충청북도 충주시 주봉4길 19-0","27375","충주시","충북"
"50038226","승준문구점","031-521-3523","경기도 남양주시 와부읍 도곡리 976-1","12271","남양주시","경기"
"50043589","승천모바일 갈산점","032-512-7011","인천광역시 부평구 주부토로 231-0 114호","21329","인천광역시","인천"
"50003914","승희문구","032-883-0759","인천광역시 중구 신흥동3가 37-14","400-103","인천광역시","인천"
"50001119","승희상회","064-783-3237","제주시 구좌읍 종달리 826-3","695-976","제주시","제주"
"50032331","시가있는상회","043-731-2281","충청북도 옥천군 향수길 49-1","29030","옥천군","충북"
"50030259","시계종합백화점","061-281-7893","전라남도 목포시 비파로 80-0","58689","목포시","전남"
"50042457","시계탑약국","052-246-2500","울산광역시 중구 학성로 92-0","44532","울산광역시","울산"
"50037575","시골식당","041-565-2503","충청남도 천안시 동남구 청당동 123-3","31212","천안시","충남"
"50043277","시그마수학교습소","--","세종특별자치시 세종시 누리로 54-0 첫마을@ 비상가동 109호","30130","세종특별자치시","세종"
"50018552","시기주공마트(정읍)","063-533-1536","전라북도 정읍시 천변로 350-1","56204","정읍시","전북"
"50007924","시대약국","031-734-1426","경기도 성남시 중원구 순환로 188-0","13206","성남시","경기"
"50030289","시대이발관","061-243-5766","전라남도 목포시 보리마당로 64-0","58757","목포시","전남"
"50043298","시립동탄역센트럴상록어린이집","031-8077-9672","경기도 화성시 동탄대로22길 9-0 634-1401","18472","화성시","경기"
"50039314","시립매홀어린이집","031-375-0222","경기도 오산시 수청로 22-0 시립매홀어린이집","18110","오산시","경기"
"50032436","시민꽃백화점","052-246-2300","울산광역시 중구 태화동 420-6","681-819","울산광역시","울산"
"50034160","시민문고","062-956-4404","광주광역시 광산구 신창동 1131-8","506-840","광주광역시","광주"
"50030386","시민세탁소","061-242-1497","전라남도 목포시 죽교동 573-376","","목포시","전남"
"50017690","시민약국","041-751-8600","충남 금산군 금산읍 상리  175-28","312-802","금산군","충남"
"50000398","시영마트","033-581-2391","태백시 문곡소도동  28-1","235-120","태백시","강원"
"50035081","시영슈퍼","063-831-1355","전라북도 익산시 부송동 1040","570-973","익산시","전북"
"50031241","시영알짜마트","061-792-1460","전라남도 광양시 중마용소1길 5-0","545-880","광양시","전남"
"50041020","시온보육원","042-533-4078","대전 서구 내동 32-9","302--81","서구","대전"
"50013693","시온약국","02-936-9301","서울특별시 노원구 상계동  449-37","","서울특별시","서울"
"50040825","시온원","02-824-7632","서울특별시 동작구 상도1동","156-830","서울특별시","서울"
"50041041","시온육아원","063-291-2118","전북 익산시 왕궁면 온수리 170","570--94","익산시","전북"
"50042494","시원약국","--","울산광역시 중구 번영로 574-0 동천빌딩 1층","44495","울산광역시","울산"
"50040839","시장약국","041-957-0256","충청남도 서천군 충절로 50-0","33647","서천군","충남"
"50000559","시장약국","033-373-2262","강원도 영월군 하송안길 101-0","230-804","영월군","강원"
"50016116","시장약국(단양읍)","043-422-2124","충청북도 단양군 삼봉로 288-0","27011","단양군","충북"
"50016253","시장피자","043-731-7350","충청북도 옥천군 성암1길 16-0","29048","옥천군","충북"
"50019073","시종약국","061-471-9290","전라남도 영암군 시종면 내동리 .","58427","영암군","전남"
"50017530","시초회관","041-952-4622","충남 서천군 시초면 초현리  89-4","325-911","서천군","충남"
"50016022","시티24시","043-838-5471","충청북도 증평군 삼보로7길 49-0 삼보로얄맨션","27927","증평군","충북"
"50013170","시흥1동우체국","02-806-1938","서울시 금천구 시흥1동 852-55","153-856","서울시","서울"
"50013162","시흥동우체국","02-803-0004","서울시 금천구 시흥1동 993-2","153-864","서울시","서울"
"50003903","시흥마트","032-772-3193","인천광역시 동구 솔빛로 87-0 1층 시흥마트","22543","인천광역시","인천"
"50042951","식당","055-933-0186","경상남도 합천군 남정길 17-0","50234","합천군","경남"
"50020012","식물약국(이양원예사)","061-373-7048","전남 화순군 이양면 이양리 315-3","519-863","화순군","전남"
"50040255","신경주새마을금고 건천지점","054-751-9001","경상북도 경주시 내서로 1117-1","38178","경주시","경북"
"50005849","신계서적문구","042-585-7670","대전시 서구 복수동 469","302-870","대전시","대전"
"50039585","신곡최강태권도","031-848-1145","경기도 의정부시 능곡로 66-0 신명아파트 상가2층","11741","의정부시","경기"
"50017981","신공알뜰쇼핑","063-285-7026","전주시 완산구 중노송동 250-5","560-827","전주시","전북"
"50001198","신광문구","064-742-9495","제주특별자치도 제주시 성신로 26-0","63127","제주시","제주"
"50038597","신광슈퍼","054-977-3746","경상북도 칠곡군 신동로 163-0","39864","칠곡군","경북"
"50040539","신광요양원","063-838-2321","전북 익산시 덕기동 703-13","570--31","익산시","전북"
"50040509","신광의집","063-834-2001","전북 익산시 덕기동 731-1","570--31","익산시","전북"
"50035674","신광팬시","062-267-7136","광주광역시 북구 동문대로186번길 22-0","61168","광주광역시","광주"
"50003807","신교카프라자","053-616-1256","대구광역시 달성군 금계길 66-0","42969","대구","대구"
"50038912","신기K타이거즈태권도","031-392-1245","경기도 군포시 삼성로8번길 10-0 5층","15874","군포시","경기"
"50036781","신기교회","041-852-2900","충청남도 공주시 신기동길 10-0","32596","공주시","충남"
"50005300","신기문구팬시","062-676-0455","광주광역시 남구 회서로 32-0","61731","광주광역시","광주"
"50000442","신기터미널 휴게소","033-541-1582","강원도 삼척시 강원남부로 2977-0","25943","삼척시","강원"
"50014139","신길컴퓨터세탁","02-848-6516","서울 영등포구 신길4동 04919-3","150-861","영등포구","서울"
"50042262","신길컴퓨터세탁","","서울 영등포구 신길로42길38-1","","영등포구","서울"
"50042197","신길컴퓨터세탁","","서울 영등포구 신길로42길38-1","","영등포구","서울"
"50005155","신나는 미술","062-361-1516","광주 서구 화정동 71-74","502-834","서구","광주"
"50043159","신나는 어린이집","053-587-6878","대구광역시 달서구 선원로 137-0","42605","대구","대구"
"50031070","신나는그룹홈","032-875-4242","인천광역시 남구 학익소로61번길 132-0 신동아아파트 25-101호","402-866","인천광역시","인천"
"50020986","신녕우체국","054-332-0001","경상북도 영천시 장수로 1702-0 신녕면","38803","영천시","경북"
"50036991","신니한우촌","043-857-9142","충청북도 충주시 신덕로 296-0","27455","충주시","충북"
"50019604","신당동 옛날떡볶이","061-842-3955","전라남도 고흥군 천마로 86-0","59555","고흥군","전남"
"50042181","신당약국","","서울 영등포구 도림로113길3-2","","영등포구","서울"
"50042246","신당약국","","서울 영등포구 도림로113길3-2","","영등포구","서울"
"50042421","신당약국","--","서울특별시 영등포구 도림로113길 3-2","07374","서울특별시","서울"
"50043525","신대동약국","--","활천로 180","","","주소불명"
"50002309","신대림 문구","051-701-2779","부산광역시 해운대구 좌동 1396","612-755","부산광역시","부산"
"50000953","신대상회","033-441-3207","강원도 화천군 토고미길 9-0","209-807","화천군","강원"
"50008223","신대원","032-344-0005","경기도 부천시 경인로484번길 35-0","14681","부천시","경기"
"50034209","신대진마트","032-551-5667","인천광역시 계양구 용종동 214-1","407-709","인천광역시","인천"
"50006392","신대흥약국","052-251-0552","울산시 동구 동부동 150","682-751","울산시","울산"
"50041611","신도J마트","031-613-7875","경기도 화성시 동탄반석로 39-0 신도제이마트","18442","화성시","경기"
"50014883","신도림열쇠마트","02-2631-1382","서울특별시 구로구 신도림로19길 7-0 성광빌딩 105호","08202","서울특별시","서울"
"50010282","신도세탁소","031-855-3427","의정부시 녹양동 384-13","480-826","의정부시","경기"
"50038690","신도시약국","032-851-7516","인천광역시 연수구 해돋이로120번길 16-0 신도시약국","21995","인천광역시","인천"
"50005965","신동아A관리사무소","042-627-9748","대전시 대덕구 오정동 635-1","306-787","대전시","대전"
"50040780","신동아공인중개사","02-477-6900","서울특별시 강동구 길동 157-10 1층 4호","05345","서울특별시","서울"
"50033689","신동아마트","02-2296-4600","서울특별시 성동구 독서당로 375-0","04720","서울특별시","서울"
"50013217","신동아마트","02-542-6861","서울특별시 강남구 강남대로146길 28-0","06043","서울특별시","서울"
"50004303","신동아부동산","032-529-4700","인천광역시 부평구 아트센터로 118-0","21434","인천광역시","인천"
"50033292","신동아유통 이문점","--","경상북도 구미시 선산읍 이문리","730-802","구미시","경북"
"50032508","신동태권도","--","경기도 구리시 장자호수길 71-0","11949","구리시","경기"
"50020129","신라제과","054-772-2635","경상북도 경주시 충효2길 25-0","38061","경주시","경북"
"50013328","신림9동 우체국","02-889-2005","서울특별시 관악구 대학5길 38-0","151-015","서울특별시","서울"
"50033957","신마트","--","부산광역시 강서구 동선길 15-0","46769","부산광역시","부산"
"50003365","신매부동산","053-793-4500","대구 수성구 신매동 593-8","706-170","대구","대구"
"50003375","신매우체국","053-793-6001","대구 수성구 신매동  566-1","706-170","대구","대구"
"50038342","신명마트(청솔점)","061-644-5808","전라남도 여수시 강남동로 45-0","59769","여수시","전남"
"50022476","신명문구","055-339-7199","김해시 삼계동 1410-2","621-070","김해시","경남"
"50012521","신명약국","02-754-9854","서울특별시 용산구 후암동 244-80","140-901","서울특별시","서울"
"50012979","신명약국","02-387-1835","서울 은평구 응암동 4-7","122-905","은평구","서울"
"50038163","신명할인마트","031-516-2525","경기도 남양주시 평내동 601 신명상가","12226","남양주시","경기"
"50039535","신미주공인중개사","031-224-0066","경기도 화성시 융건로 91-0","18341","화성시","경기"
"50043554","신반도마트","031-426-8119","경기도 의왕시 갈미로 34-0 반도보라2차 상가 104호","16042","의왕시","경기"
"50011771","신반포문구","02-591-3133","서울 서초구 잠원동  72-1 반원상가 114","137-909","서초구","서울"
"50036310","신방주유소","041-561-1474","충청남도 천안시 서북구 성환읍 신방리 564-1","31000","천안시","충남"
"50042484","신병영약국","--","울산광역시 중구 번영로 571-0","44492","울산광역시","울산"
"50037538","신부문구서점","041-562-9221","충청남도 천안시 동남구 신부동 62-37","31125","천안시","충남"
"50019058","신북약국","061-473-6561","전라남도 영암군 황금동1길 6-0","526-812","영암군","전남"
"50019283","신상슈퍼","061-552-7482","완도군 신지면 신상리 194-1","537-861","완도군","전남"
"50031418","신새별약국","02-2634-0612","서울특별시 영등포구 문래동4가","150-094","서울특별시","서울"
"50042232","신새별약국","","서울 영등포구 도림로 487-1","","영등포구","서울"
"50042167","신새별약국","","서울 영등포구 도림로 487-1","","영등포구","서울"
"50041799","신생약국","032-517-1574","인천광역시 부평구 원길로 19-0 원길로 19","21363","인천광역시","인천"
"50036225","신서문구서적","053-584-2241","대구광역시 달서구 계대동문로3길 47-0","42608","대구","대구"
"50004433","신석지업사(구)석남지업사","032-572-6061","인천 서구 신현동 144-1","404-830","서구","인천"
"50004423","신석체육공원관리실","032-573-6727","인천광역시 서구 석남동 222","22788","인천광역시","인천"
"50030368","신선마트","031-972-0858","경기도 고양시 덕양구 토당동 407-8","412-819","고양시","경기"
"50010333","신성공인중개사","031-872-3700","의정부시 호원동 309-80","480-855","의정부시","경기"
"50011517","신성문구","02-2265-3804","서울 중구 을지로6가 18-187","100-851","중구","서울"
"50016117","신성미소지움아파트 관리사무소","043-421-1760","충청북도 단양군 별곡3로 39-16","27010","단양군","충북"
"50036099","신성슈퍼","041-662-9030","충청남도 서산시 화천1로 76-1","31919","서산시","충남"
"50016099","신성슈퍼","043-832-5101","충청북도 괴산군 칠성로 25-0","367-862","괴산군","충북"
"50001976","신성약국","051-628-0818","부산광역시 남구 용호로42번길 75-0 신성약국","48524","부산광역시","부산"
"50013944","신성한방오리","02-2242-5292","서울 동대문구 전농동 687","130-859","동대문구","서울"
"50042395","신세계 약국","02-2607-7946","서울 양천구 신정로 312 목동뉴프라자 107호","","양천구","서울"
"50042335","신세계 약국","02-2607-7946","서울 양천구 신정로 312 목동뉴프라자 107호","","양천구","서울"
"50007499","신세계마트","031-382-7312","경기도 안양시 동안구 평촌대로401번길 22-0 1층","13918","안양시","경기"
"50003951","신세계문구","032-882-4127","인천광역시 중구 연안부두로33번길 36-0 인해상가 내","22351","인천광역시","인천"
"50015243","신세계약국","043-241-0105","충청북도 청주시 청원구 중심상업로 17-0","28120","청주시","충북"
"50038705","신세계약국","032-548-6044","인천광역시 계양구 계산로111번길 8-0","21055","인천광역시","인천"
"50016047","신세계약국","043-838-3822","충청북도 증평군 중앙로 231-2","368-901","증평군","충북"
"50035339","신세계약국","043-883-8921","충청북도 음성군 장감로 137-0","27603","음성군","충북"
"50033255","신세계약국","055-862-2369","경상남도 진주시 금산면 장사리 진주시 금산면 장사리 963-2","52629","진주시","경남"
"50017918","신세계약국","063-229-8585","전주시 완산구 평화동 2가 894-1","","전주시","전북"
"50030266","신세계약국","061-283-1126","전라남도 목포시 부흥로 97-0","58685","목포시","전남"
"50022489","신세계약국","055-321-5964","김해시 삼방동 182-1","621-909","김해시","경남"
"50041754","신세계약국","032-934-5424","인천광역시 강화군 중앙로 23-0 신세계약국","23037","인천광역시","인천"
"50019856","신세계약국","061-536-7995","전남 해남군 해남읍 구교리 323-12","536-803","해남군","전남"
"50018111","신세계어린이집","063-242-6626","전라북도 전주시 덕진구 아중6길 24-4","55022","전주시","전북"
"50038393","신세계이동통신","070-8621-7502","경기도 부천시 소사로 171-0","14759","부천시","경기"
"50042016","신세계할인마트(구)에코그린마트","032-568-8383","인천광역시 서구 청마로51번길 17-0 신세계 할인마트 (구)에코크린마트","22675","인천광역시","인천"
"50037353","신세대문구","052-261-6160","울산광역시 남구 야음동 774-6","44755","울산광역시","울산"
"50003812","신솔정","053-615-1149","대구 달성군 옥포면 간경리 949-1","711-841","대구","대구"
"50004848","신송문구점","032-858-3003","인천 연수구 송도동 3-38 어울림@상가","406-737","연수구","인천"
"50033600","신신마트","043-652-8815","충청북도 제천시 평동로2길 16-0","390-882","제천시","충북"
"50004368","신신문구","032-502-7295","인천시 부평구 청천동 174-6","403-853","인천시","인천"
"50011846","신신미용실","02-582-9471","서울 서초구 서초동   1487-21","137-869","서초구","서울"
"50023109","신신상회","055-932-6018","경상남도 합천군 묘산로 150-1","50209","합천군","경남"
"50013370","신신세탁","--","서울특별시 관악구 남부순환로163가길 17-0","151-015","서울특별시","서울"
"50000570","신아슈퍼","033-374-1149","강원도 영월군 청령포로 213-0","230-887","영월군","강원"
"50040623","신안군노인전문요양원","061-271-6100","전남 신안군 압해면 동서리 69-184","535--81","신안군","전남"
"50040115","신안사랑마을","053-985-9937","대구시 동구 신무동 656-1","701--45","대구","대구"
"50042834","신안온누리약국","043-232-6550","충청북도 청주시 흥덕구 탑연월곡길 80-0 탑연월곡길 80","28171","청주시","충북"
"50023362","신안우체국","055-972-0003","경남 산청군 신안면 하정리 740-3","666-962","산청군","경남"
"50043105","신암어린이집","053-939-0600","대구광역시 동구 신암남로 175-1 신암어린이집","41218","대구","대구"
"50038278","신애문구센타","055-526-3186","경상남도 창녕군 낙동로 499-1","50358","창녕군","경남"
"50019172","신약국","061-381-2183","전라남도 담양군 중앙로 40-1","517-804","담양군","전남"
"50019967","신양상회","061-852-8169","전라남도 보성군 시장길 14-0","59473","보성군","전남"
"50002658","신연산어린이집","051-867-6565","부산시 연제구 연산6동 2136-1","611-836","부산시","부산"
"50037612","신영식품마트","041-557-3056","충청남도 천안시 동남구 목천읍 서리 58-1","31231","천안시","충남"
"50033599","신용마트","043-652-6175","충청북도 제천시 평동로2길 5-0","390-882","제천시","충북"
"50041170","신용문고문구","031-764-8020","경기도 광주시 경안로42번길 5-4","12761","광주시","경기"
"50036756","신용상사(나들가게)","--","전라남도 목포시 연산로17번길 2-0","58710","목포시","전남"
"50000705","신용청과","033-433-1003","강원도 홍천군 구룡령로 2540-1","250-835","홍천군","강원"
"50020415","신우림서점","--","경북 포항시 남구 이동 660-3","790-320","포항시","경북"
"50003137","신우유통","053-622-1532","대구광역시 남구 중앙대로47길 52-0","42410","대구","대구"
"50037012","신우유통","053-815-0097","경상북도 경산시 옥산동","38676","경산시","경북"
"50031613","신우유통","053-766-6626","대구광역시 수성구 두산동 137-17","706-800","대구","대구"
"50002874","신우유통 수왕점","053-562-9702","대구광역시 중구 달성로21길 53-0 1","41923","대구","대구"
"50032901","신우유통 평광점","053-637-1753","대구광역시 달서구 상인서로 3-0","42814","대구","대구"
"50042432","신우유통 푸른점","053-421-2773","대구광역시 동구 국채보상로159길 41-0","41267","대구","대구"
"50040838","신우정보통신","--","충청남도 서천군 서천읍 군사리 859-5","33642","서천군","충남"
"50021853","신우할인마트","054-872-8173","경북 청송군 현동면 도평리  720-6","763-853","청송군","경북"
"50012203","신원세탁25","--","서울특별시 종로구 필운대로 110-2","03035","서울특별시","서울"
"50037769","신일마트","063-463-7510","전라북도 군산시 의료원로 159-0","54145","군산시","전북"
"50040052","신일마트","02-359-0620","서울특별시 은평구 갈현로37길 59-0","03319","서울특별시","서울"
"50000437","신일문구","033-541-2287","강원도 삼척시 도계로 250-2","","삼척시","강원"
"50002851","신일문구사","053-421-8478","대구광역시 중구 국채보상로 730-0","41946","대구","대구"
"50018442","신일문구점","063-842-7613","전북 익산시 동산동  1051-5","570-960","익산시","전북"
"50014969","신일세탁소","02-2625-8628","서울 구로구 개봉3동 345-13","152-815","구로구","서울"
"50030945","신일슈퍼","02-981-3562","서울특별시 강북구 미아동 125-22","142-807","서울특별시","서울"
"50042319","신정1동우체국","02-2654-2005","서울 양천구 신월로 368","","양천구","서울"
"50042379","신정1동우체국","02-2654-2005","서울 양천구 신월로 368","","양천구","서울"
"50014617","신정1동우체국","02-2654-2005","서울특별시 양천구 신월로 368-0 신정1동우체국","08087","서울특별시","서울"
"50042393","신정네거리역부동산","02-2606-4585","서울 양천구 오목로24길 29 101호","","양천구","서울"
"50042333","신정네거리역부동산","02-2606-4585","서울 양천구 오목로24길 29 101호","","양천구","서울"
"50031634","신정미소부동산","052-272-8877","울산광역시 남구 신정동 1852","680-010","울산광역시","울산"
"50006164","신정할인마트","052-265-1221","울산시 남구 신정5동  59-6","680-821","울산시","울산"
"50018369","신진문구사","063-836-5025","전라북도 익산시 여산면 여산리 478","570-932","익산시","전북"
"50012113","신진미용실","02-926-8954","서울특별시 성북구 종암로21길 97-0","02803","서울특별시","서울"
"50001252","신창문구","064-773-1904","제주특별자치도 제주시 두신로 67-0","63002","제주시","제주"
"50036109","신창상회","041-688-9589","충청남도 서산시 해운로 537-0","31948","서산시","충남"
"50042658","신천그랜드약국","031-312-0993","경기도 시흥시 복지로 55-0 1층","14905","시흥시","경기"
"50041745","신천지약국","032-438-2233","인천광역시 미추홀구 경인로 485-0","22144","인천광역시","인천"
"50001103","신촌리라학원","064-784-7821","제주시 조천읍 신촌리  1830-4","695-963","제주시","제주"
"50019579","신촌상회(수퍼)","061-336-3014","전남 나주시 반남면 신촌리  129-2","520-922","나주시","전남"
"50036424","신촌한빛교회","041-866-6491","세종특별자치시 세종시 금남면 신촌리 137-2","30083","세종특별자치시","세종"
"50017245","신춘식당","041-353-5401","충남 당진군 석문면 통정리 395-3","343-856","당진군","충남"
"50013745","신태평약국","02-918-1322","서울 노원구 월계동 393-1","139-845","노원구","서울"
"50035207","신토불이 나들가게","063-253-3021","전라북도 전주시 덕진구 명륜4길 25-0","54898","전주시","전북"
"50019134","신포우리만두","061-363-6677","전남 곡성군 곡성읍 읍내리  411-12","516-804","곡성군","전남"
"50017090","신풍정류소(신풍슈퍼)","041-841-3679","충청남도 공주시 신풍길 72-0","","공주시","충남"
"50038253","신한거성문구","031-511-8881","경기도 남양주시 화도읍 창현리 745","12185","남양주시","경기"
"50010801","신한거성문구","031-511-8881","경기도 남양주시 화도읍 창현리","12186","남양주시","경기"
"50001110","신한당 약국","064-783-8087","제주시 조천읍 함덕리 1277-2","695-965","제주시","제주"
"50032126","신한문구점","063-831-3241","전라북도 익산시 어양동 693","570-210","익산시","전북"
"50042116","신현대약국","052-256-1135","울산광역시 남구 신정로 33-0","44722","울산광역시","울산"
"50004434","신현문구","032-572-3610","인천광역시 서구 율도로77번길 4-0","22782","인천광역시","인천"
"50004438","신현서점","032-571-1153","인천 서구 신현동 2-47","404-830","서구","인천"
"50038700","신현프라자약국","032-575-1389","인천광역시 서구 율도로 55-0","22781","인천광역시","인천"
"50017724","신협마트","041-752-4436","충남 금산군 제원면 제원리  121-1","","금산군","충남"
"50000293","신호등문구","033-734-1937","원주시 반곡동 1453-3","220-170","원주시","강원"
"50015796","신화당약국","043-647-2020","충청북도 제천시 중앙로1가","390-011","제천시","충북"
"50031490","신화마트","--","대구광역시 동구 팔공로36길 13-0 1142-10","41030","대구","대구"
"50039716","신화상회","031-772-1032","경기도 양평군 신화길 81-1","12572","양평군","경기"
"50039509","신화성약국","031-223-4383","경기도 화성시 경기대로 1042-1","18401","화성시","경기"
"50040307","신흥간병요양원","031-867-4051","경기도 동두천시 동두천동 539-2","483--08","동두천시","경기"
"50006110","신흥문구","052-272-0164","울산시 남구 신정3동 588-1","680-822","울산시","울산"
"50018641","신흥상회","063-634-4019","전라북도 남원시 보절면 신파리 904-44","590-882","남원시","전북"
"50019665","신흥슈퍼","061-544-3549","전남 진도군 진도읍 수역리  853","539-806","진도군","전남"
"50040281","신흥신망애복지원","031-861-5500","경기도 동두천시 강변로702번길 13-11","483-080","동두천시","경기"
"50015462","신흥씽크인테리어","043-288-6064","충청북도 청주시 서원구 청남로 2075-0","28689","청주시","충북"
"50003892","신흥약국","032-772-9153","인천광역시 중구 제물량로 131-0","22324","인천광역시","인천"
"50020386","신흥초둘리문구완구","054-274-7027","경북 포항시 남구 상도동 605-22","790-828","포항시","경북"
"50043932","신흥태양체육관","--","경기도 동두천시 원터강변로17번길 20-10","11305","동두천시","경기"
"50023220","실내포장식당","055-672-4689","고성군 동해면 내산리 636-1","638-842","고성군","경남"
"50020746","실라세탁소","054-432-3138","경상북도 김천시 다수동 126-1","740-130","김천시","경북"
"50040685","실로암노인전문요양원","054-933-8220","경북 성주군 수륜면 신파리 703-24","719--89","성주군","경북"
"50038227","실로암안경점","031-577-3373","경기도 남양주시 와부읍 도곡리 982-8","","남양주시","경기"
"50041107","실로암육아원","054-932-3551","경북 성주군 수륜면 신파리 703-23","719--89","성주군","경북"
"50040352","실버릿지그랜드","031-723-5812","경기도 성남시 수정구 사송동 507","461--36","성남시","경기"
"50006464","실키헤어샵","052-296-9633","울산광역시 중구 복산동 507-1","681-825","울산광역시","울산"
